Ordem;Família;Material;#;Stock inical;nº NE's;UN
1784;DIV;"TOLDE DE PROTEÇÃO AZUIS EM RAFIA C/ 2 X 3 M_ ANEXO ""LOTE2_1.156_TOLDO""";70;0;0;UN
1785;DIV;"TOLDE DE PROTEÇÃO AZUIS EM RAFIA C/ 4 X 3 M_ ANEXO ""LOTE2_1.156_TOLDO""";70;42;1;UN
1786;ELE;TOMADA C/TERRA EXTERIOR IP65 TIPO SHUCKO 2P+T;45;-1;2;UN
1787;ELE;TOMADA C/TERRA INTERIORES TIPO SHUCKO 2P+T;42;206;3;UN
1788;ELE;"TOMADA CARGA PLÁSTICO PRETO 1""(32) X 1/2 ROSCA METÁLICA";55;0;1;UN
1789;ELE;"TOMADA CARGA PLÁSTICO PRETO 1""(32) X 3/4 ROSCA METÁLICA";55;0;1;UN
1790;ELE;TOMADA RJ45 CAT6 UTP EXTERIOR;29;0;0;UN
1791;ELE;TOMADA RJ45 CAT6 UTP INTERIOR _TIPO EFAPEL SERIE 7000;53;0;1;UN
1792;ELE;TOMADAS EXTERIOR BRANCA 2P+T_ TIPO EFAPEL;41;226;3;UN
1793;ELE;TOPO 32X16 EFAPEL;17;70;3;UN
1794;ELE;TOPO P/CALHA 110 X 50_ TIPO EFAPEL;34;4;1;UN
1795;PICH;TORNEIRA CLASSICA DE 1 ÁGUA À PAREDE;36;17;1;UN
1796;PICH;TORNEIRA DE BANCA BICA ALTA, 1 ÁGUA DE 1/2 FIXAÇÃO À BANCA;58;15;2;UN
1797;PICH;TORNEIRA DE BOIA ENTRADA INFERIOR E LATERAL 3/8 TIPO OLI;56;14;2;UN
1798;PICH;TORNEIRA DE ESFERA 1/2;22;0;2;UN
1799;PICH;TORNEIRA DE ESQUADRIA DE MÁQUINA DE LAVAR 1/2 X 3/4;51;0;0;UN
1800;PICH;TORNEIRA ESFERA 3/4;19;8;2;UN
1801;PICH;"TORNEIRA LATÃO C/CHAVE DE SEGREDO DE 3/4 X 1""";45;20;2;UN
1802;PICH;TORNEIRA MONOCOMANDO 1 ÁGUA;27;4;1;UN
1803;PICH;TORNEIRA P/ MÁQUINA DE LAVAR 1/2 X 3/4;38;0;0;UN
1804;PICH;TORNEIRA TEMPORIZADA DE BANCA PEQUENA_CORPO LATÃO CROMADO;57;16;1;UN
1805;PICH;TORNEIRA TEMPORIZADA LAVATÓRIO 1/2;34;16;2;UN
1806;PICH;TORNEIRA TEMPORIZADA URINOL;27;7;1;UN
1807;MFE;TORNO DE BANCADA ROHER REF: 97.854;34;1;1;UN
1808;MFE;TORNO MECÂNICO;14;1;1;UN
1809;ELE;TRANSFORMADOR PARA PAINEL LED ENCASTRAR 18W-20W;47;0;2;UN
1810;ELE;TRANSFORMADOR PARA PAINEL LED ENCASTRAR 35W;43;10;2;UN
1811;ELE;TRANSFORMADOR PARA PAINEL LED ENCASTRAR 8W-12W;46;11;2;UN
1812;PINT;"TRINCHA GAMA SUPER DE 1""1/2 TIPO PARDAL";39;38;3;UN
1813;PINT;"TRINCHA GAMA SUPER DE 2"" TIPO PARDAL";36;28;3;UN
1814;PINT;"TRINCHA GAMA SUPER DE 2""1/2 TIPO PARDAL";39;27;3;UN
1815;PINT;"TRINCHA GAMA SUPER DE 3"" TIPO PARDAL";36;34;3;UN
1816;PICH;TUBO BICONE INOX 316 DE 15;26;88;3;M
1817;PICH;TUBO BICONE INOX 316 DE 22;26;62;3;M
1818;PICH;TUBO CORRUGADO CINZENTO 16MM;28;0;0;M
1819;PICH;TUBO CORRUGADO CINZENTO 20MM;28;0;0;M
1820;PICH;TUBO CORRUGADO VERMELHO 40MM;28;0;0;M
1821;PICH;TUBO CORRUGADO VERMELHO 50MM;28;0;0;M
1822;PICH;TUBO CORRUGADO VERMELHO 63MM;28;0;0;M
1823;PICH;TUBO DE AUTOCLISMO 40X50 DESCARGA;33;4;1;UN
1824;PICH;TUBO FLEXIVEL 32/40;19;-5;1;UN
1825;PICH;TUBO FLEXIVEL 32/40 C/APERTO E VALVULA DE LAVATÓRIO_TIPO JINTEM;63;127;3;UN
1826;PICH;TUBO FLEXIVEL 40/50;19;14;1;UN
1827;PICH;TUBO FLEXÍVEL 40/50 C/ VALVULA;30;71;3;UN
1828;SER;TUBO GALVANIZADO 20 X 20 X 1,5MM;32;414;1;M
1829;SER;TUBO GALVANIZADO 25 X 25 X 1,5MM;32;106;1;M
1830;SER;TUBO GALVANIZADO 30 X 30 X 1,5MM;32;224;1;M
1831;SER;TUBO GALVANIZADO 35 X 35 X 1,5MM;32;43;1;M
1832;SER;TUBO GALVANIZADO 40 X 40 X 1,5MM;32;20;1;M
1833;SER;TUBO GALVANIZADO 40 X 40 X 2MM;30;28;1;M
1834;SER;TUBO GALVANIZADO 50 X 50 X 2MM;30;6;1;M
1835;SER;TUBO GALVANIZADO 80 X 40 X 2MM;30;6;1;M
1836;SER;"TUBO GALVANIZADO SM 1 1/2""";26;42;1;M
1837;SER;"TUBO GALVANIZADO SM 1 1/4""";26;36;1;M
1838;SER;"TUBO GALVANIZADO SM 1""";22;60;1;M
1839;SER;"TUBO GALVANIZADO SM 1/2""";24;72;1;M
1840;SER;"TUBO GALVANIZADO SM 3/4""";24;72;1;M
1841;PICH;"TUBO HIDRONIL 1"" (32)";21;18;3;M
1842;PICH;"TUBO HIDRONIL 1/2"" (20)";23;13;3;M
1843;PICH;"TUBO HIDRONIL 3/4"" (25)";23;23;3;M
1844;PICH;TUBO PPR 20;11;3;1;M
1845;PICH;TUBO PPR 25;11;29;3;M
1846;PICH;TUBO PPR 32;11;5;1;M
1847;SER;TUBO PRETO 100 X 100 X 3MM;26;72;1;M
1848;SER;TUBO PRETO 12 X 12 X 1,5MM;26;30;1;M
1849;SER;TUBO PRETO 16 X 16 X 1,5MM;26;30;1;M
1850;SER;TUBO PRETO 20 X 20 X 1,5MM;26;0;1;M
1851;SER;TUBO PRETO 40 X 40 X 2MM;24;76;1;M
1852;SER;TUBO PRETO 50 X 30 X 2MM;24;12;1;M
1853;SER;TUBO PRETO 60 X 40 X 2MM;24;42;1;M
1854;SER;TUBO PRETO 80 X 40 X 3MM;24;42;1;M
1855;DIV;TUBO PRETO P.E.A.D AGRICOLA E INDUSTRIAL 32 X 10KG 32PN10 (ROLO);64;300;2;M
1856;PICH;TUBO PVC DIN 110 C/3MTS;23;0;1;M
1857;PICH;TUBO PVC DIN 125 C/3MTS;23;5;1;M
1858;PICH;TUBO PVC DIN 32 C/3MTS;22;29;3;M
1859;PICH;TUBO PVC DIN 40 C/3MTS;22;6;3;M
1860;PICH;TUBO PVC DIN 50 C/3MTS;22;31;3;M
1861;PICH;TUBO PVC DIN 63 C/3MTS;22;0;1;M
1862;PICH;TUBO PVC DIN 75 C/3MTS;22;63;4;M
1863;PICH;TUBO PVC DIN 90 C/3MTS;22;16;3;M
1864;PICH;TUBO VD LIVRES DE HALOGÉNIOS CINZENTOS 16MM;43;-5;1;M
1865;PICH;TUBO VD LIVRES DE HALOGÉNIOS CINZENTOS 20MM;43;10;1;M
1866;ELE;TUBO VD LIVRES DE HALOGÉNIOS CINZENTOS 25MM;43;13;1;M
1867;MAQ;TUPIA 12 MM_ TIPO MAKITA RP1800X, INCLUINDO CASQUILHOS REDUTORES DE 6 E 8, 2 PORCAS DE APERTO EXTRAS;100;0;0;UN
1868;MAQ;TUPIA MULTIFUNÇÕES 18V LÍTIO-ION 6 E 8 MM, TIPO MAKITA DRT50Z;61;0;0;UN
1869;MFE;TURQUEZ KNIPEX 220MM 99-00-220;30;0;0;UN
1870;PICH;UNIAO 15 BICONE;15;38;2;UN
1871;PICH;UNIAO 22 BICONE;15;13;1;UN
1872;PICH;UNIAO 32 PVC DIN;16;31;3;UN
1873;PICH;UNIAO BICONE 15 X 3/4 MACHO;27;10;1;UN
1874;PICH;UNIAO BICONE 15X1/2 FEMEA;25;0;2;UN
1875;PICH;UNIAO BICONE 15X3/4 MACHO;25;26;2;UN
1876;PICH;UNIAO BICONE 22X3/4 FEMEA;25;10;1;UN
1877;PICH;UNIAO BICONE 22X3/4 MACHO;25;0;0;UN
1878;PICH;UNIAO CROMADA 3/8X1/2 MACHO;27;40;1;UN
1879;PICH;UNIAO DE 40 PVC DIN;19;0;1;UN
1880;PICH;UNIAO DE 50 PVC DIN;19;3;1;UN
1881;PICH;UNIAO DE 75 PVC DIN;19;5;1;UN
1882;PICH;UNIAO DE 90 PVC DIN;19;4;1;UN
1883;ELE;UNIAO DE ALUMINIO 1,5MM;23;404;3;UN
1884;ELE;UNIAO DE ALUMINIO 2,5MM;23;400;3;UN
1885;ELE;UNIAO DE ALUMINIO 4MM;21;0;3;UN
1886;PICH;UNIAO DE APERTO RÁPIDO 25 PLÁSTICO MACHO;40;0;1;UN
1887;PICH;UNIAO DE APERTO RÁPIDO 32 PLÁSTICO MACHO;40;2;1;UN
1888;PICH;UNIAO DE CRUZAMENTO 110 PVC DIN;31;4;1;UN
1889;PICH;UNIAO DE CRUZAMENTO 15 BICONE;29;22;1;UN
1890;PICH;UNIAO DE CRUZAMENTO 22 BICONE;29;22;1;UN
1891;PICH;UNIAO DE CRUZAMENTO PPR 20;26;2;1;UN
1892;PICH;UNIAO DE CRUZAMENTO PPR 25;26;6;1;UN
1893;PICH;UNIAO DE CRUZAMENTO PPR 32;26;6;1;UN
1894;PICH;UNIAO DE CRUZAMENTO PVC 32 MATERIAL DE PISCINA COLAR;52;15;1;UN
1895;PICH;UNIAO DE CRUZAMENTO PVC 40 MATERIAL DE PISCINA COLAR;52;15;1;UN
1896;PICH;UNIAO DE CRUZAMENTO PVC 50 MATERIAL DE PISCINA COLAR;52;15;1;UN
1897;PICH;UNIAO DE CRUZAMENTO PVC 63 MATERIAL DE PISCINA COLAR;52;15;1;UN
1898;PICH;"UNIAO LATÃO 1""";14;32;2;UN
1899;PICH;"UNIAO LATÃO 1/2""";16;6;2;UN
1900;PICH;"UNIAO LATÃO 3/4""";16;21;2;UN
1901;PICH;"UNIAO LATÃO M/F 1""";18;38;2;UN
1902;PICH;"UNIAO LATÃO M/F 1/2"" COMPRIDAS";30;15;2;UN
1903;PICH;"UNIAO LATÃO M/F 1/2"" CURTAS";27;15;2;UN
1904;PICH;"UNIAO LATÃO M/F 3/4""";20;11;2;UN
1905;PICH;UNIAO LATÃO M/F 3/4_15MM;24;0;1;UN
1906;DIV;"UNIAO LATÃO P/ MANGUEIRA 3/4""";29;5;1;UN
1907;PICH;UNIAO LATÃO SIMPLES 32 APERTO RÁPIDO;36;9;1;UN
1908;PICH;UNIAO LATÃO SIMPLES REDUÇÃO 32 X 25 APERTO RÁPIDO;49;2;1;UN
1909;PICH;UNIAO M/F CURTA 15MM LATÃO;26;0;0;UN
1910;PICH;UNIAO M/F CURTA 20MM LATÃO;26;0;0;UN
1911;PICH;UNIAO PPR 20;12;43;4;UN
1912;PICH;UNIAO PPR 20X3/4 FEMEA;22;15;1;UN
1913;PICH;UNIAO PPR 20X3/4 MACHO;22;30;1;UN
1914;PICH;UNIAO PPR 25;12;58;3;UN
1915;PICH;UNIAO PPR 25X3/4 FEMEA;22;30;1;UN
1916;PICH;UNIAO SIMPLES 32 APERTO RÁPIDO;30;20;1;UN
1917;PICH;UNIAO SIMPLES REDUÇÃO 32 X 25 APERTO RÁPIDO;43;6;1;UN
1918;PICH;UNIAO VD LIVRES DE HALOGÉNIOS CINZENTAS 16MM;44;140;1;UN
1919;PICH;UNIAO VD LIVRES DE HALOGÉNIOS CINZENTAS 20MM;44;39;1;UN
1920;PICH;UNIÕES SIMPLES PPR 20;21;20;1;UN
1921;PICH;URINOL BRANCO;13;4;1;UN
1922;PICH;URINOL BRANCO DE LOUÇA;22;10;1;UN
1923;PICH;VALVULA DE ESGOTO P/ BANCA;26;0;1;UN
1924;PICH;VALVULA DE ESGOTO P/ BASE;25;19;1;UN
1925;PICH;VALVULA DE ESGOTO P/ LAVATÓRIO_TIPO JINTEM;42;-1;1;UN
1926;PICH;"VÁLVULA DE RETENÇÃO LATÃO 1""";28;15;1;UN
1927;PICH;VÁLVULA DE RETENÇÃO LATÃO 1/2;29;20;1;UN
1928;PICH;VÁLVULA DE RETENÇÃO LATÃO 3/4;29;20;1;UN
1929;PICH;VALVULA DESCARGA SIMPLES PARA AUTOCLISMO DE LOUÇA;49;-2;1;UN
1930;PICH;VALVULA DUPLA DESCARGA PARA AUTOCLISMO DE LOUÇA;47;32;2;UN
1931;PICH;VALVULA ESFERA POWER F/F 1/2;28;0;0;UN
1932;PICH;"VALVULA RETENÇÃO LATÃO 1""";25;1;1;UN
1933;PICH;"VALVULA RETENÇÃO LATÃO 1/2""";27;300;1;UN
1934;PICH;"VALVULA RETENÇÃO LATÃO 3/4""";27;200;1;UN
1935;FER;VARÃO ROSCADO INOX M10 C/ 1 METRO;33;20;3;UN
1936;FER;VARÃO ROSCADO INOX M12 C/ 1 METRO;33;11;3;UN
1937;FER;VARÃO ROSCADO INOX M14 C/ 1 METRO;33;3;2;UN
1938;FER;VARÃO ROSCADO INOX M16 C/ 1 METRO;33;12;2;UN
1939;FER;VARÃO ROSCADO INOX M18 C/ 1 METRO;33;12;1;UN
1940;FER;VARÃO ROSCADO INOX M20 C/ 1 METRO;33;19;1;UN
1941;FER;VARÃO ROSCADO INOX M6 C/ 1 METRO;32;33;3;UN
1942;FER;VARÃO ROSCADO INOX M8 C/ 1 METRO;32;28;3;UN
1943;FER;VARÃO ROSCADO ZN M10 C/ 1 METRO;31;19;3;UN
1944;FER;VARÃO ROSCADO ZN M12 C/ 1 METRO;31;16;3;UN
1945;FER;VARÃO ROSCADO ZN M14 C/ 1 METRO;31;27;1;UN
1946;FER;VARÃO ROSCADO ZN M16 C/ 1 METRO;31;93;1;UN
1947;FER;VARÃO ROSCADO ZN M18 C/ 1 METRO;31;43;2;UN
1948;FER;VARÃO ROSCADO ZN M20 C/ 1 METRO;31;11;1;UN
1949;FER;VARÃO ROSCADO ZN M6 C/ 1 METRO;30;70;3;UN
1950;FER;VARÃO ROSCADO ZN M8 C/ 1 METRO;30;36;3;UN
1951;ELE;VARETA DE TERRA 150MM;21;3;1;UN
1952;MFE;"VASSOURA DE ESTRADA NYLON 40CM COM GARRA METALICA_ ANEXO ""LOTE2_1.159_VASSOURA ESTRADA""";87;14;1;UN
1953;MFE;"VASSOURA INDUSTRIAL VARREDORA DIREITA 24 CM_ ANEXO ""LOTE2_1.160_VASSOURA INDUSTRIAL""";84;0;1;UN
1954;PICH;VEDAÇÃO PARA LIGAÇÕES ALIAÇO DE 1/2;35;100;1;UN
1955;PICH;VEDAÇÃO PARA TORNEIRA 1/2;25;74;1;UN
1956;PICH;VEDAÇÃO PARA TORNEIRA 3/4;25;147;1;UN
1957;PICH;VEDANTE DE BORRACHA PRETO P/ DIN 110;36;0;1;UN
1958;PICH;VEDANTE DE BORRACHA PRETO P/ DIN 125;36;2;1;UN
1959;PICH;VEDANTE DE BORRACHA PRETO P/ DIN 32;35;2;1;UN
1960;PICH;VEDANTE DE BORRACHA PRETO P/ DIN 40;35;1;1;UN
1961;PICH;VEDANTE DE BORRACHA PRETO P/ DIN 50;35;0;1;UN
1962;PICH;VEDANTE DE BORRACHA PRETO P/ DIN 63;35;2;1;UN
1963;PICH;VEDANTE DE BORRACHA PRETO P/ DIN 75;35;0;1;UN
1964;PICH;VEDANTE DE BORRACHA PRETO P/ DIN 90;35;0;1;UN
1965;PINT;VELATURA CHOCOLATE_0,75LTS;26;2;1;UN
1966;PINT;VELATURA COR MOGNO_4LTS_TIPO BONDEX;35;0;1;UN
1967;PINT;VELATURA COR TEKA_4LTS_TIPO BONDEX;34;0;1;UN
1968;PINT;VELATURA INCOLOR_0,75LTS;24;0;1;UN
1969;PINT;VELATURA INCOLOR_4/5LTS_TIPO BONDEX;35;4;1;UN
1970;PINT;VELATURA MOGNO 0,75LTS TIPO BONDEX;34;121;4;UN
1971;PINT;VELATURA MOGNO ESCURO 0,75LTS TIPO BONDEX;41;89;4;UN
1972;PINT;VELATURA TEKA 0,75LTS TIPO BONDEX;33;71;4;UN
1973;SER;VERGA HELIAÇO DE 10MM;21;618;1;M
1974;SER;VERGA LISA DE 12MM;18;0;1;M
1975;SER;VERGA LISA DE 6MM;17;0;1;M
1976;SER;VERGA LISA DE 8MM;17;54;1;M
1977;SER;VERGA LISA DE INOX DE 6MM;25;75;1;M
1978;SER;VERGA LISA DE INOX DE 8MM;25;75;1;M
1979;PINT;VERNIZ BRILHANTE_ LATA 0,75LTS_ TIPO CIN;40;36;3;UN
1980;PINT;VERNIZ MEIO- BRILHO _ LATA 0,75LTS_ TIPO CIN;44;39;3;UN
1981;PINT;VERNIZ SINTÉCTICO ACETINADO 0,75LTS TIPO DURACIN;48;4;1;UN
1982;PINT;VERNIZ SINTÉCTICO ALTO BRILHO 0,75LTS TIPO DURACIN;50;2;1;UN
1983;PINT;VERNIZ SINTÉCTICO BRILHANTE 0,75LTS TIPO DURACIN;48;3;1;UN
1984;PINT;VERNIZ SINTÉCTICO MEIO BRILHO 0,75LTS TIPO DURACIN;50;0;1;UN
1985;ELE;VIDEO PORTEIRO;14;0;0;UN
1986;EPI'S;VISEIRA DE PROTEÇÃO;19;20;1;UN
1987;MFE;X-ACTO 18MM - LAMINA DIVISEL, TIPO FACOM 844.SE18PB OU EXPERT;61;-1;1;UN
1988;DIV;CADEADO INOX COM CHAVE UNIVERSAL _ TIPO ABUS 75IB/50 KA 7561;60;0;1;UN
1989;ARR;ARGAMASSA PARA FIXAÇÕES E REPARAÇÕES RÁPIDAS 25KG_ TIPO WEBER RAPID;67;0;1;UN
1990;PICH;BIDÉ;4;0;1;UN
1991;ABR;ABRAÇADEIRA DE FIVELA/SERRILHA PRETA 920 X 9MM_SACO DE 100UN;60;12;1;UN
1992;DIV;FATO BRANCO DESCARTAVEL;23;6;1;UN
1993;DIV;BROCA PUA 16MM;14;10;1;UN
1994;DIV;BROCA PUA 20MM;14;9;1;UN
1995;DIV;BROCA PUA 25MM;14;9;1;UN
1996;DIV;BROCA P/BETÃO/PEDRA SDS-PLUS DE 4 GUMES 12MM X 300MM;52;7;1;UN
1997;PINT;ESMALTE SINTÉCTICO PRETO 0,75LTS, TIPO SINTECIN;47;20;1;UN
1998;PINT;ESMALTE ANTICORRUSICO COR PRETO 0,75LTS, TIPO CINOFER;53;6;1;UN
1999;PINT;ESMALTE SINTÉCTICO BRANCO MATE 0,75LTS, TIPO SINTECIN;53;24;1;UN
2000;PINT;ESMALTE SINTÉCTICO PRETO MATE 0,75LTS, TIPO SINTECIN;52;24;1;UN
2001;DIV;CINTA DE LIXA 100 X 690MM GRÃO 100 _ INDASA RHYNOBELT;53;30;1;UN
2002;DIV;CINTA DE LIXA 100 X 690MM GRÃO 60 _ INDASA RHYNOBELT;52;30;1;UN
2003;DIV;CINTA DE LIXA 100 X 690MM GRÃO 80 _ INDASA RHYNOBELT;52;30;1;UN
2004;DIV;TACO DE LIXA GRÃO 60;20;0;0;UN
2005;DIV;TACO DE LIXA GRÃO 80;20;0;0;UN
2006;DIV;TACO DE LIXA GRÃO 100;21;0;0;UN
2007;DIV;TACO DE LIXA GRÃO 120;21;0;0;UN
2008;DIV;TACO DE LIXA GRÃO 150;21;0;0;UN
2009;DIV;TACO DE LIXA GRÃO 180;21;0;0;UN
2010;DIV;TACO DE LIXA GRÃO 220;21;0;0;UN
2011;DIV;VASSOURA PEQUENA;16;4;1;UN
2012;DIV;CADEADO DE 50MM COM ARGOLA GRANDE;33;10;1;UN
2013;DIV;DISCO DE CORTE FERRO 125 X 1MM;30;498;1;UN
2014;SER;RODA C/NUCLEO 165 X 50 X 54 GRAO 60;35;2;1;UN
2015;SER;RODA C/NUCLEO 165 X 50 X 54 GRAO 80;35;2;1;UN
2016;SER;RODA C/NUCLEO 165 X 50 X 54 GRAO 120;36;2;1;UN
2017;SER;RODA LIXA 50 X 20MM C/HASTE GRAO 60;35;2;1;UN
2018;SER;RODA LIXA 50 X 20MM C/HASTE GRAO 80;35;2;1;UN
2019;SER;RODA LIXA 50 X 20MM C/HASTE GRAO 120;36;2;1;UN
2020;DIV;FOLHA LIXA P/FERRO GRÃO 60;26;50;1;UN
2021;DIV;FOLHA LIXA P/FERRO GRÃO 80;26;50;1;UN
2022;DIV;FOLHA LIXA P/FERRO GRÃO 120;27;50;1;UN
2023;PAR;PARAFUSO INOX M6X30 CAB SEXTAVADA;33;100;1;UN
2024;PAR;PARAFUSO INOX M6X40 CAB. SEXTAVADA;34;100;1;UN
2025;DIV;BUCHA TIPO GUARDA-CHUVA M6X50;29;194;1;UN
2026;DIV;BUCHA TIPO GUARDA-CHUVA M8X60;29;100;1;UN
2027;DIV;BUCHA TIPO GUARDA-CHUVA M10X80;30;50;1;UN
2028;PAR;PARAFUSO INOX 3.5X25 PZ CAB CHATA;33;1000;1;UN
2029;PAR;PARAFUSO INOX 3.5X30 PZ CAB CHATA;33;1000;1;UN
2030;PAR;PARAFUSO INOX 3.5X35 PZ CAB CHATA;33;980;1;UN
2031;PAR;PARAFUSO INOX 3.5X40 PZ CAB CHATA;33;1000;1;UN
2032;DIV;ANILHA INOX M6 ABA LARGA;24;500;1;UN
2033;PAR;PARAFUSO ZN 3.5X20 TORX CAB CHATA;33;1000;1;UN
2034;PAR;PARAFUSO ZN 3.5X30 TORX CAB CHATA;33;1000;1;UN
2035;PAR;PARAFUSO ZN 3.5X35 TORX CAB CHATA;33;500;1;UN
2036;PAR;PARAFUSO ZN 4X20 TORX CAB CHATA;31;500;1;UN
2037;PAR;PARAFUSO ZN 4X30 TORX CAB CHATA;31;500;1;UN
2038;PAR;PARAFUSO ZN 4X40 TORX CAB CHATA;31;500;1;UN
2039;PAR;PARAFUSO ZN 4.5X30 TORX CAB CHATA;33;500;1;UN
2040;PAR;PARAFUSO ZN 4.5X50 TORX CAB CHATA;33;500;1;UN
2041;PAR;PARAFUSO ZN 5X30 TORX CAB CHATA;31;500;1;UN
2042;PAR;PARAFUSO ZN 5X50 TORX CAB CHATA;31;500;1;UN
2043;PAR;PARAFUSO ZN 6X50 TORX CAB CHATA;31;500;1;UN
2044;PAR;PARAFUSO ZN 6X70 TORX CAB CHATA;31;500;1;UN
2045;;;0;0;0;
